"kegg","sp","trans","qlen","slen","bitscore","length","nident","pident","evalue","ppos","cov","ko"
"rpr:RP803","O50288","TRINITY_DN9485_c0_g1_i1",1847,512,670,502,326,64.94,0,81.27,0.63671875,"ko:K02111"
"rpt:Rpal_0408","B3Q9E4","TRINITY_DN2488_c0_g1_i1",470,100,108,95,51,53.68,4e-29,68.42,0.51,"ko:K01724"
"rpt:Rpal_3297","B3Q7N3","TRINITY_DN6874_c0_g1_i1",1569,402,557,391,264,67.52,0,82.1,0.656716417910448,"ko:K00333"
"rpt:Rpal_4545","B3QJT3","TRINITY_DN9231_c0_g1_i1",1572,469,533,463,282,60.91,0,71.92,0.601279317697228,"ko:K01251"
"rri:A1G_01335","A8GR22","TRINITY_DN8020_c0_g1_i1",2247,627,782,601,401,66.72,0,80.37,0.639553429027113,"ko:K04043"
"rri:A1G_02740","A8GRR5","TRINITY_DN6874_c0_g1_i1",1569,391,574,385,258,67.01,0,82.86,0.659846547314578,"ko:K00333"
"rri:A1G_06760","A8GTS6","TRINITY_DN9596_c0_g1_i1",1802,473,652,447,342,76.51,0,85.68,0.723044397463002,"ko:K02112"
"rri:A1G_06770","A8GTS8","TRINITY_DN9485_c0_g1_i1",1847,510,687,502,328,65.34,0,82.87,0.643137254901961,"ko:K02111"
"rrj:RrIowa_0576","B0BX71","TRINITY_DN6874_c0_g1_i1",1569,391,575,385,259,67.27,0,82.86,0.662404092071611,"ko:K00333"
"rrj:RrIowa_1439","B0BVB0","TRINITY_DN6548_c0_g1_i1",848,159,228,153,110,71.9,4e-73,83.66,0.691823899371069,"ko:K00338"
"rrs:RoseRS_3236","A5UY94","TRINITY_DN8143_c2_g1_i1",1805,293,379,272,185,68.01,9e-126,83.09,0.631399317406143,"ko:K06215"
"rrs:RoseRS_4532","A5V1W0","TRINITY_DN9573_c0_g1_i1",1574,429,426,429,222,51.75,2e-143,69.93,0.517482517482518,"ko:K01689"
"rru:Rru_A1556","Q2RU39","TRINITY_DN7353_c0_g1_i1",810,185,264,143,119,83.22,3e-87,93.01,0.643243243243243,"ko:K00331"
"rru:Rru_A1558","Q2RU37","TRINITY_DN6874_c0_g1_i1",1569,392,564,387,258,66.67,0,81.91,0.658163265306122,"ko:K00333"
"rru:Rru_A1563","Q2RU32","TRINITY_DN6548_c0_g1_i1",848,162,229,161,120,74.53,2e-73,81.37,0.740740740740741,"ko:K00338"
"rru:Rru_A1885","Q2RT60","TRINITY_DN9573_c0_g1_i1",1574,425,410,435,225,51.72,7e-137,67.13,0.529411764705882,"ko:K01689"
"rru:Rru_A3336","Q2RP15","TRINITY_DN21870_c0_g1_i1",297,44,47.8,39,25,64.1,2e-07,76.92,0.568181818181818,"ko:K02914"
"rru:Rru_A3555","Q2RNE6","TRINITY_DN8020_c0_g1_i1",2247,639,816,598,406,67.89,0,81.94,0.635367762128325,"ko:K04043"
"rsd:TGRD_627","B1GYL7","TRINITY_DN9573_c0_g1_i1",1574,434,429,443,227,51.24,2e-144,68.85,0.523041474654378,"ko:K01689"
"rsh:Rsph17029_1175","A3PIW9","TRINITY_DN7353_c0_g1_i1",810,176,259,143,117,81.82,3e-85,93.01,0.664772727272727,"ko:K00331"
"rsh:Rsph17029_1177","A3PIX1","TRINITY_DN6874_c0_g1_i1",1569,402,554,392,260,66.33,0,80.87,0.646766169154229,"ko:K00333"
"rsh:Rsph17029_2835","A3PNM1","TRINITY_DN8020_c0_g1_i1",2247,636,769,601,391,65.06,0,79.03,0.614779874213837,"ko:K04043"
"rsk:RSKD131_0828","B9KQW1","TRINITY_DN7353_c0_g1_i1",810,174,258,143,117,81.82,4e-85,93.01,0.672413793103448,"ko:K00331"
"rso:RSc0001","Q8Y3H9","TRINITY_DN21870_c0_g1_i1",297,44,45.1,39,23,58.97,2e-06,71.79,0.522727272727273,"ko:K02914"
"rso:RSc0093","Q8Y387","TRINITY_DN9231_c0_g1_i1",1572,474,538,468,280,59.83,0,72.22,0.590717299578059,"ko:K01251"
"rso:RSc0134","Q8Y347","TRINITY_DN9562_c0_g1_i1",1944,396,405,379,216,56.99,7e-134,74.67,0.545454545454545,"ko:K00789"
"rso:RSc1129","Q8Y0B5","TRINITY_DN9573_c0_g1_i1",1574,427,400,440,216,49.09,4e-133,67.05,0.505854800936768,"ko:K01689"
"rso:RSc1998","Q8XXW5","TRINITY_DN9267_c0_g1_i2",1329,329,320,330,169,51.21,2e-104,67.88,0.513677811550152,"ko:K00024"
"rso:RSc2054","Q8XXQ9","TRINITY_DN6548_c0_g1_i1",848,163,192,154,97,62.99,2e-59,75.97,0.595092024539877,"ko:K00338"
"rso:RSc2061","Q8XXQ2","TRINITY_DN7353_c0_g1_i1",810,160,264,144,118,81.94,2e-87,90.97,0.7375,"ko:K00331"
"rso:RSc2635","Q8XW40","TRINITY_DN8020_c0_g1_i1",2247,652,751,609,385,63.22,0,78,0.590490797546012,"ko:K04043"
"rso:RSc2749","P52694","TRINITY_DN9495_c0_g1_i2",1244,332,380,330,203,61.52,2e-128,76.67,0.61144578313253,"ko:K00134"
"rso:RSc2749","P52694","TRINITY_DN9495_c0_g1_i1",1260,332,381,336,204,60.71,1e-128,76.19,0.614457831325301,"ko:K00134"
"rso:RSc3319","Q8XU74","TRINITY_DN9485_c0_g1_i1",1847,513,567,509,292,57.37,0,74.66,0.569200779727095,"ko:K02111"
"rso:RSc3356","Q8XU38","TRINITY_DN2488_c0_g1_i1",470,101,112,94,51,54.26,1e-30,73.4,0.504950495049505,"ko:K01724"
"rsp:RSP_1173","Q3IYM7","TRINITY_DN8020_c0_g1_i1",2247,636,767,601,390,64.89,0,79.03,0.613207547169811,"ko:K04043"
"rsp:RSP_2297","Q3J433","TRINITY_DN9485_c0_g1_i1",1847,512,721,503,353,70.18,0,83.3,0.689453125,"ko:K02111"
"rsp:RSP_2299","Q3J431","TRINITY_DN9596_c0_g1_i1",1802,475,682,455,353,77.58,0,85.05,0.743157894736842,"ko:K02112"
"rsp:RSP_2491","Q3J3H9","TRINITY_DN9573_c0_g1_i1",1574,425,411,435,218,50.11,1e-137,66.44,0.512941176470588,"ko:K01689"
"rsp:RSP_2515","Q3J3F8","TRINITY_DN6874_c0_g1_i1",1569,404,554,392,260,66.33,0,80.87,0.643564356435644,"ko:K00333"
"rsp:RSP_2523","Q3J3F0","TRINITY_DN6548_c0_g1_i1",848,167,224,157,114,72.61,7e-72,80.89,0.682634730538922,"ko:K00338"
"rsq:Rsph17025_0930","A4WR18","TRINITY_DN9573_c0_g1_i1",1574,425,410,435,217,49.89,3e-137,66.67,0.510588235294118,"ko:K01689"
"rsq:Rsph17025_2004","A4WU31","TRINITY_DN6874_c0_g1_i1",1569,402,553,392,260,66.33,0,81.38,0.646766169154229,"ko:K00333"
"rsq:Rsph17025_2006","A4WU33","TRINITY_DN7353_c0_g1_i1",810,174,256,143,116,81.12,2e-84,93.01,0.666666666666667,"ko:K00331"
"rsq:Rsph17025_2201","A4WUM7","TRINITY_DN9596_c0_g1_i1",1802,475,683,455,355,78.02,0,85.05,0.747368421052632,"ko:K02112"
"rsq:Rsph17025_2203","A4WUM9","TRINITY_DN9485_c0_g1_i1",1847,512,717,494,350,70.85,0,83.81,0.68359375,"ko:K02111"
"rsq:Rsph17025_2766","A4WW89","TRINITY_DN8020_c0_g1_i1",2247,636,766,601,389,64.73,0,79.03,0.611635220125786,"ko:K04043"
"rty:RT0086","Q68XS0","TRINITY_DN9363_c0_g1_i1",1209,261,315,244,156,63.93,4e-104,75,0.597701149425287,"ko:K00240"
"rty:RT0176","Q68XI2","TRINITY_DN8020_c0_g1_i1",2247,627,773,601,393,65.39,0,79.87,0.626794258373206,"ko:K04043"
"rty:RT0342","Q68X20","TRINITY_DN6530_c0_g1_i1",941,170,203,161,91,56.52,5e-63,75.16,0.535294117647059,"ko:K00334"
"rty:RT0343","Q68X19","TRINITY_DN6874_c0_g1_i1",1569,389,580,385,258,67.01,0,83.64,0.663239074550129,"ko:K00333"
"rty:RT0345","Q68X17","TRINITY_DN7353_c0_g1_i1",810,171,258,143,111,77.62,5e-85,94.41,0.649122807017544,"ko:K00331"
"rty:RT0782","Q68VV4","TRINITY_DN6548_c0_g1_i1",848,159,224,153,107,69.93,6e-72,83.01,0.672955974842767,"ko:K00338"
"rty:RT0788","Q68VU8","TRINITY_DN9596_c0_g1_i1",1802,474,645,447,339,75.84,0,86.13,0.715189873417722,"ko:K02112"
"rty:RT0790","Q68VU6","TRINITY_DN9485_c0_g1_i1",1847,512,671,502,326,64.94,0,81.67,0.63671875,"ko:K02111"
"rxy:Rxyl_0784","Q1AXX6","TRINITY_DN8020_c0_g1_i1",2247,636,694,601,353,58.74,0,76.87,0.555031446540881,"ko:K04043"
"rxy:Rxyl_1640","Q1AVH7","TRINITY_DN9485_c0_g1_i1",1847,526,590,507,294,57.99,0,75.94,0.55893536121673,"ko:K02111"
"sab:SAB1989c","Q2YUJ9","TRINITY_DN9485_c0_g1_i1",1847,502,583,502,298,59.36,0,74.1,0.593625498007968,"ko:K02111"
"sac:SACOL2097","Q5HE95","TRINITY_DN9485_c0_g1_i1",1847,502,582,502,297,59.16,0,73.9,0.591633466135458,"ko:K02111"
"sag:SAG0831","Q8E0A3","TRINITY_DN9562_c0_g1_i1",1944,398,396,371,209,56.33,3e-130,74.93,0.525125628140704,"ko:K00789"
"sai:Saci_0082","P39469","TRINITY_DN9071_c0_g1_i1",535,132,92.8,115,67,58.26,1e-22,77.39,0.507575757575758,"ko:K02948"
"sai:Saci_0082","P39469","TRINITY_DN9071_c0_g1_i2",535,132,92.8,115,67,58.26,1e-22,77.39,0.507575757575758,"ko:K02948"
"sai:Saci_0685","P17196","TRINITY_DN9609_c0_g1_i1",2660,435,461,444,224,50.45,5e-152,70.05,0.514942528735632,"ko:K03231"
"sai:Saci_0686","P17198","TRINITY_DN7340_c0_g1_i1",742,195,167,189,98,51.85,8e-50,70.37,0.502564102564103,"ko:K02992"
"sai:Saci_0688","P11524","TRINITY_DN7764_c0_g1_i1",496,147,155,139,76,54.68,2e-46,74.82,0.517006802721088,"ko:K02950"
"sal:Sala_0163","Q1GWT5","TRINITY_DN9231_c0_g1_i1",1572,472,550,463,286,61.77,0,74.3,0.605932203389831,"ko:K01251"
"sal:Sala_1301","Q1GTK7","TRINITY_DN6548_c0_g1_i1",848,162,217,134,109,81.34,9e-69,89.55,0.672839506172839,"ko:K00338"
"sal:Sala_1308","Q1GTK0","TRINITY_DN6874_c0_g1_i1",1569,405,538,391,244,62.4,0,79.28,0.602469135802469,"ko:K00333"
"sal:Sala_1310","Q1GTJ8","TRINITY_DN7353_c0_g1_i1",810,177,249,143,114,79.72,1e-81,90.21,0.644067796610169,"ko:K00331"
"sal:Sala_2286","Q1GQS7","TRINITY_DN9485_c0_g1_i1",1847,509,719,502,350,69.72,0,82.67,0.68762278978389,"ko:K02111"
"sal:Sala_2288","Q1GQS5","TRINITY_DN9596_c0_g1_i1",1802,513,662,450,344,76.44,0,84.44,0.670565302144249,"ko:K02112"
"sam:MW0738","P64079","TRINITY_DN9573_c0_g1_i1",1574,434,426,436,222,50.92,5e-143,69.72,0.511520737327189,"ko:K01689"
"sam:MW1188","P64291","TRINITY_DN7177_c0_g1_i1",976,158,149,157,80,50.96,3e-42,63.69,0.506329113924051,"ko:K00432"
"sam:MW1728","Q8NVZ9","TRINITY_DN9562_c0_g1_i1",1944,397,406,385,209,54.29,3e-134,73.77,0.526448362720403,"ko:K00789"
"sam:MW2029","P63676","TRINITY_DN9485_c0_g1_i1",1847,502,583,502,298,59.36,0,74.1,0.593625498007968,"ko:K02111"
"san:metK","Q8E5Y0","TRINITY_DN9562_c0_g1_i1",1944,398,397,371,208,56.06,1e-130,74.66,0.522613065326633,"ko:K00789"
"san:rpmH","Q8E3C5","TRINITY_DN21870_c0_g1_i1",297,44,52.8,39,25,64.1,3e-09,84.62,0.568181818181818,"ko:K02914"
"saq:Sare_0112","A8LWM4","TRINITY_DN8020_c0_g1_i1",2247,611,632,590,321,54.41,0,73.56,0.525368248772504,"ko:K04043"
"saq:Sare_0807","A8M2V8","TRINITY_DN9611_c0_g2_i2",3301,612,573,608,312,51.32,0,66.12,0.509803921568627,"ko:K01596"
"saq:Sare_0807","A8M2V8","TRINITY_DN9611_c0_g2_i1",3300,612,573,608,312,51.32,0,66.12,0.509803921568627,"ko:K01596"
"saq:Sare_0833","A8M2Y3","TRINITY_DN9573_c0_g1_i1",1574,427,410,433,229,52.89,4e-137,66.97,0.536299765807963,"ko:K01689"
"saq:Sare_1777","A8LWZ4","TRINITY_DN8143_c2_g1_i1",1805,306,365,293,182,62.12,5e-120,77.13,0.594771241830065,"ko:K06215"
"sar:SAR0919","Q6GID1","TRINITY_DN9656_c1_g1_i5",4601,396,418,396,205,51.77,7e-131,70.2,0.517676767676768,"ko:K00819"
"sar:SAR0919","Q6GID1","TRINITY_DN9656_c1_g1_i1",3421,396,418,396,205,51.77,2e-133,70.2,0.517676767676768,"ko:K00819"
"sar:SAR0919","Q6GID1","TRINITY_DN9656_c1_g1_i7",5157,396,418,396,205,51.77,3e-130,70.2,0.517676767676768,"ko:K00819"
"sar:SAR0919","Q6GID1","TRINITY_DN9656_c1_g1_i8",4800,396,418,396,205,51.77,1e-130,70.2,0.517676767676768,"ko:K00819"
"sar:SAR0919","Q6GID1","TRINITY_DN9656_c1_g1_i9",5414,396,418,396,205,51.77,4e-130,70.2,0.517676767676768,"ko:K00819"
"sar:SAR0919","Q6GID1","TRINITY_DN9656_c1_g1_i2",3417,396,418,396,205,51.77,2e-133,70.2,0.517676767676768,"ko:K00819"
"sar:SAR0919","Q6GID1","TRINITY_DN9656_c1_g1_i4",4351,396,418,396,205,51.77,3e-131,70.2,0.517676767676768,"ko:K00819"
"sar:SAR1870","Q6GFR6","TRINITY_DN9562_c0_g1_i1",1944,397,406,385,209,54.29,4e-134,73.77,0.526448362720403,"ko:K00789"
"sasa:100136352","O42161","TRINITY_DN9513_c2_g4_i1",801,375,396,195,190,97.44,3e-136,98.46,0.506666666666667,"ko:K05692"
"sasa:100136352","O42161","TRINITY_DN9513_c2_g1_i1",717,375,439,213,207,97.18,1e-153,100,0.552,"ko:K05692"
"sasa:100136354","O57561","TRINITY_DN9152_c0_g1_i1",828,176,265,176,117,66.48,2e-87,82.39,0.664772727272727,"ko:K02882"
"sasa:100136389","Q9YGC0","TRINITY_DN8695_c0_g1_i1",1888,215,382,205,180,87.8,5e-128,91.71,0.837209302325581,"ko:K07936"
"sasa:100136528","Q9YGC0","TRINITY_DN8695_c0_g1_i1",1888,215,382,205,180,87.8,5e-128,91.71,0.837209302325581,"ko:K07936"
"sasa:100136564","P49946","TRINITY_DN8161_c0_g1_i1",824,177,221,167,105,62.87,2e-70,79.64,0.593220338983051,"ko:K00522"
"sasa:100136565","P49947","TRINITY_DN8161_c0_g1_i1",824,176,208,167,100,59.88,2e-65,76.05,0.568181818181818,"ko:K00522"
"sasa:100136574","P24558","TRINITY_DN4546_c0_g1_i1",619,179,139,170,90,52.94,2e-39,68.24,0.502793296089385,"ko:K02883"
"sasa:100136936","Q9DD33","TRINITY_DN6708_c0_g1_i1",729,217,251,217,112,51.61,4e-82,73.27,0.516129032258065,"ko:K02741"
"sasa:100137045","Q9DD33","TRINITY_DN6708_c0_g1_i1",729,217,251,217,112,51.61,4e-82,73.27,0.516129032258065,"ko:K02741"
"sasa:100194623","B5DGM7","TRINITY_DN9132_c0_g1_i1",1393,363,486,356,240,67.42,2e-168,76.97,0.661157024793388,"ko:K01623"
"sasa:100194624","B5DGM7","TRINITY_DN9132_c0_g1_i1",1393,363,486,356,240,67.42,2e-168,76.97,0.661157024793388,"ko:K01623"
"sasa:100194636","B5DGQ7","TRINITY_DN9573_c0_g1_i1",1574,434,707,431,340,78.89,0,88.17,0.783410138248848,"ko:K01689"
"sasa:100195896","B5DGB6","TRINITY_DN8854_c0_g1_i1",1089,317,358,283,186,65.72,1e-120,77.39,0.586750788643533,"ko:K02998"
"sasa:100195929","B5DG42","TRINITY_DN7983_c0_g1_i1",1655,406,537,382,269,70.42,0,83.77,0.66256157635468,"ko:K13025"
"sasa:100195929","B5DG42","TRINITY_DN9429_c0_g1_i1",1558,406,738,394,344,87.31,0,95.94,0.847290640394089,"ko:K13025"
"sasa:100196288","B5DGL6","TRINITY_DN9087_c0_g1_i1",847,266,377,244,187,76.64,2e-130,92.21,0.703007518796993,"ko:K02984"
"sasa:100196671","B5DGQ7","TRINITY_DN9573_c0_g1_i1",1574,434,707,431,340,78.89,0,88.17,0.783410138248848,"ko:K01689"
"sasa:100286585","B9ENM6","TRINITY_DN19319_c0_g1_i1",339,100,154,83,73,87.95,6e-48,97.59,0.73,"ko:K12162"
"sasa:100286715","B9EM04","TRINITY_DN12145_c0_g1_i1",444,167,259,138,117,84.78,2e-87,94.2,0.70059880239521,"ko:K12165"
"sasa:106564785","B5DG42","TRINITY_DN7983_c0_g1_i1",1655,406,537,382,269,70.42,0,83.77,0.66256157635468,"ko:K13025"
"sasa:106564785","B5DG42","TRINITY_DN9429_c0_g1_i1",1558,406,738,394,344,87.31,0,95.94,0.847290640394089,"ko:K13025"
"sasa:106580651","B5X7X4","TRINITY_DN8585_c0_g1_i1",737,125,152,125,82,65.6,8e-45,82.4,0.656,"ko:K20398"
"sasa:106586974","B5DGB6","TRINITY_DN8854_c0_g1_i1",1089,317,358,283,186,65.72,1e-120,77.39,0.586750788643533,"ko:K02998"
"sasa:106588465","B5XCA1","TRINITY_DN9241_c0_g1_i1",1223,238,311,212,143,67.45,7e-103,82.55,0.600840336134454,"ko:K00939"
"sasa:106601243","Q8QG64","TRINITY_DN25760_c0_g1_i1",544,108,198,106,94,88.68,1e-63,93.4,0.87037037037037,"ko:K03868"
"sasa:106605307","B5X7X4","TRINITY_DN8585_c0_g1_i1",737,125,152,125,82,65.6,8e-45,82.4,0.656,"ko:K20398"
"sasa:106610183","B5DGL6","TRINITY_DN9087_c0_g1_i1",847,266,377,244,187,76.64,2e-130,92.21,0.703007518796993,"ko:K02984"
"sasa:808307","Q36860","TRINITY_DN25050_c0_g1_i1",1890,261,290,235,156,66.38,2e-91,79.15,0.597701149425287,"ko:K02262"
"sasa:808314","Q9ZZM6","TRINITY_DN25050_c0_g1_i1",1890,516,520,363,272,74.93,4e-177,89.26,0.527131782945736,"ko:K02256"
"sat:SYN_00544","Q2LR05","TRINITY_DN9596_c0_g1_i1",1802,469,594,458,311,67.9,0,79.69,0.663113006396588,"ko:K02112"
"sat:SYN_00546","Q2LQZ7","TRINITY_DN9485_c0_g1_i1",1847,504,639,502,315,62.75,0,78.09,0.625,"ko:K02111"
"sat:SYN_01685","Q2LXR2","TRINITY_DN8143_c2_g1_i1",1805,293,353,269,172,63.94,1e-115,79.55,0.587030716723549,"ko:K06215"
"sat:SYN_01983","Q2LUH6","TRINITY_DN8020_c0_g1_i1",2247,637,780,602,393,65.28,0,80.4,0.616954474097331,"ko:K04043"
"sau:SA1608","P66767","TRINITY_DN9562_c0_g1_i1",1944,398,406,385,209,54.29,4e-134,73.77,0.525125628140704,"ko:K00789"
"sau:SAS093","P66253","TRINITY_DN21870_c0_g1_i1",297,45,50.4,39,25,64.1,2e-08,76.92,0.555555555555556,"ko:K02914"
"sav:SAV0519","P60797","TRINITY_DN8143_c2_g1_i1",1805,295,338,273,159,58.24,1e-109,78.39,0.538983050847458,"ko:K06215"
"sav:SAV0957","P60297","TRINITY_DN9656_c1_g1_i4",4351,396,419,396,205,51.77,7e-132,70.45,0.517676767676768,"ko:K00819"
"sav:SAV0957","P60297","TRINITY_DN9656_c1_g1_i1",3421,396,419,396,205,51.77,5e-134,70.45,0.517676767676768,"ko:K00819"
"sav:SAV0957","P60297","TRINITY_DN9656_c1_g1_i2",3417,396,419,396,205,51.77,5e-134,70.45,0.517676767676768,"ko:K00819"
"sav:SAV0957","P60297","TRINITY_DN9656_c1_g1_i5",4601,396,419,396,205,51.77,2e-131,70.45,0.517676767676768,"ko:K00819"
"sav:SAV0957","P60297","TRINITY_DN9656_c1_g1_i8",4800,396,419,396,205,51.77,3e-131,70.45,0.517676767676768,"ko:K00819"
"sav:SAV0957","P60297","TRINITY_DN9656_c1_g1_i7",5157,396,419,396,205,51.77,7e-131,70.45,0.517676767676768,"ko:K00819"
"sav:SAV0957","P60297","TRINITY_DN9656_c1_g1_i9",5414,396,419,396,205,51.77,1e-130,70.45,0.517676767676768,"ko:K00819"
"saz:Sama_0672","A1S3C4","TRINITY_DN9446_c0_g1_i1",1272,311,326,311,181,58.2,2e-107,70.74,0.581993569131833,"ko:K00024"
"saz:Sama_1036","A1S4D7","TRINITY_DN9573_c0_g1_i1",1574,431,418,433,231,53.35,4e-140,67.9,0.535962877030162,"ko:K01689"
"saz:Sama_2511","A1S8K7","TRINITY_DN8020_c0_g1_i1",2247,637,730,607,378,62.27,0,78.25,0.593406593406593,"ko:K04043"
"saz:Sama_2760","A1S9A6","TRINITY_DN9562_c0_g1_i1",1944,383,379,370,195,52.7,6e-124,74.05,0.509138381201044,"ko:K00789"
"saz:Sama_3644","A1SBU0","TRINITY_DN9596_c0_g1_i1",1802,462,576,446,302,67.71,0,80.94,0.653679653679654,"ko:K02112"
"sbi:4306042","P05502","TRINITY_DN25050_c0_g1_i1",1890,530,533,365,285,78.08,0,90.41,0.537735849056604,"ko:K02256"
"sbi:4549104","A1E9R0","TRINITY_DN8116_c0_g1_i1",1366,473,485,455,282,61.98,9e-167,76.26,0.596194503171247,"ko:K02705"
"sbi:4549166","A1E9T1","TRINITY_DN9596_c0_g1_i1",1802,498,578,455,320,70.33,0,80.66,0.642570281124498,"ko:K02112"
"sbi:8059853","C5WWY0","TRINITY_DN9341_c0_g1_i1",1091,181,229,169,104,61.54,2e-72,81.07,0.574585635359116,"ko:K08967"
"sbl:Sbal_0609","A3D075","TRINITY_DN9446_c0_g1_i1",1272,311,327,311,178,57.23,2e-107,70.42,0.572347266881029,"ko:K00024"
"sbl:Sbal_0826","A3D0T8","TRINITY_DN9562_c0_g1_i1",1944,383,378,370,193,52.16,1e-123,73.78,0.503916449086162,"ko:K00789"
"sbl:Sbal_3127","A3D795","TRINITY_DN9573_c0_g1_i1",1574,431,417,433,229,52.89,1e-139,67.21,0.531322505800464,"ko:K01689"
"sbl:Sbal_3319","A3D7T4","TRINITY_DN8020_c0_g1_i1",2247,639,716,607,370,60.96,0,77.1,0.579029733959311,"ko:K04043"
"sbl:Sbal_4366","A3DAR4","TRINITY_DN9596_c0_g1_i1",1802,463,581,449,306,68.15,0,80.62,0.660907127429806,"ko:K02112"
"sbm:Shew185_3136","A6WR28","TRINITY_DN9573_c0_g1_i1",1574,431,417,433,229,52.89,1e-139,67.21,0.531322505800464,"ko:K01689"
"sbm:Shew185_3541","A6WS79","TRINITY_DN9562_c0_g1_i1",1944,383,379,370,193,52.16,1e-123,73.78,0.503916449086162,"ko:K00789"
"sbn:Sbal195_3537","A9L0R8","TRINITY_DN8020_c0_g1_i1",2247,639,716,607,370,60.96,0,77.1,0.579029733959311,"ko:K04043"
"sbn:Sbal195_3809","A9L340","TRINITY_DN9446_c0_g1_i1",1272,311,324,311,177,56.91,2e-106,70.1,0.569131832797428,"ko:K00024"
"sbo:SBO_3048","Q31WK4","TRINITY_DN9562_c0_g1_i1",1944,384,379,370,195,52.7,1e-123,73.51,0.5078125,"ko:K00789"
"sbp:Sbal223_1042","B8E4S1","TRINITY_DN8020_c0_g1_i1",2247,639,713,607,369,60.79,0,76.94,0.577464788732394,"ko:K04043"
"sbp:Sbal223_3627","B8EB55","TRINITY_DN9446_c0_g1_i1",1272,311,325,311,177,56.91,7e-107,70.1,0.569131832797428,"ko:K00024"
"sca:SCA_0173","B9DKX7","TRINITY_DN8143_c2_g1_i1",1805,295,336,278,159,57.19,4e-109,76.62,0.538983050847458,"ko:K06215"
"sca:SCA_0428","B9DJJ9","TRINITY_DN9573_c0_g1_i1",1574,434,431,432,222,51.39,6e-145,70.6,0.511520737327189,"ko:K01689"
"sca:SCA_1101","B9DNV3","TRINITY_DN561_c0_g1_i1",671,150,150,148,77,52.03,8e-44,67.57,0.513333333333333,"ko:K00940"
"sca:SCA_1101","B9DNV3","TRINITY_DN8388_c0_g1_i1",813,150,161,149,83,55.7,2e-47,74.5,0.553333333333333,"ko:K00940"
"sca:SCA_1389","B9DN19","TRINITY_DN9562_c0_g1_i1",1944,398,396,385,204,52.99,2e-130,73.77,0.512562814070352,"ko:K00789"
"sce:YAL005C","P10591","TRINITY_DN9405_c0_g1_i2",2275,642,827,607,432,71.17,0,86.99,0.672897196261682,"ko:K03283"
"sce:YAL005C","P10591","TRINITY_DN9405_c0_g1_i1",2286,642,827,607,432,71.17,0,86.99,0.672897196261682,"ko:K03283"
"sce:YAL062W","P39708","TRINITY_DN9017_c0_g1_i1",2101,457,384,456,235,51.54,2e-124,66.89,0.514223194748359,"ko:K00262"
"sce:YAL062W","P39708","TRINITY_DN9017_c0_g1_i2",2086,457,384,456,235,51.54,2e-124,66.89,0.514223194748359,"ko:K00262"
"sce:YBL002W","P02294","TRINITY_DN9165_c0_g1_i2",745,131,166,96,78,81.25,4e-50,92.71,0.595419847328244,"ko:K11252"
"sce:YBL002W","P02294","TRINITY_DN13091_c0_g1_i1",375,131,155,90,69,76.67,2e-47,93.33,0.526717557251908,"ko:K11252"
"sce:YBL002W","P02294","TRINITY_DN15080_c0_g1_i1",269,131,158,89,71,79.78,3e-49,95.51,0.541984732824427,"ko:K11252"
"sce:YBL002W","P02294","TRINITY_DN9165_c0_g1_i1",731,131,166,96,78,81.25,4e-50,92.71,0.595419847328244,"ko:K11252"
"sce:YBL003C","P04912","TRINITY_DN7867_c0_g1_i1",824,132,176,109,88,80.73,1e-53,88.99,0.666666666666667,"ko:K11251"
"sce:YBL003C","P04912","TRINITY_DN25720_c0_g1_i1",575,132,170,104,81,77.88,3e-52,87.5,0.613636363636364,"ko:K11251"
"sce:YBL003C","P04912","TRINITY_DN8250_c0_g1_i1",2036,132,154,115,78,67.83,2e-42,77.39,0.590909090909091,"ko:K11251"
"sce:YBL027W","P0CX82","TRINITY_DN8670_c0_g1_i1",643,189,163,185,108,58.38,1e-48,81.08,0.571428571428571,"ko:K02885"
"sce:YBL030C","P18239","TRINITY_DN19535_c0_g1_i1",1021,318,358,291,186,63.92,6e-121,77.66,0.584905660377358,"ko:K05863"
"sce:YBL030C","P18239","TRINITY_DN5342_c0_g2_i1",1506,318,343,297,185,62.29,6e-113,77.44,0.581761006289308,"ko:K05863"
"sce:YBL072C","P0CX39","TRINITY_DN8406_c0_g1_i1",715,200,266,201,128,63.68,4e-88,76.12,0.64,"ko:K02995"
"sce:YBL075C","P09435","TRINITY_DN9405_c0_g1_i2",2275,649,806,606,423,69.8,0,84.82,0.651771956856703,"ko:K03283"
"sce:YBL075C","P09435","TRINITY_DN9405_c0_g1_i1",2286,649,806,606,423,69.8,0,84.82,0.651771956856703,"ko:K03283"
"sce:YBL078C","P38182","TRINITY_DN9481_c3_g1_i14",1349,117,143,116,65,56.03,1e-39,77.59,0.555555555555556,"ko:K08341"
"sce:YBL078C","P38182","TRINITY_DN9481_c3_g1_i2",1438,117,143,116,65,56.03,2e-39,77.59,0.555555555555556,"ko:K08341"
"sce:YBL078C","P38182","TRINITY_DN9481_c3_g1_i1",1491,117,143,116,65,56.03,2e-39,77.59,0.555555555555556,"ko:K08341"
"sce:YBL078C","P38182","TRINITY_DN9234_c0_g1_i1",1170,117,160,116,74,63.79,2e-46,79.31,0.632478632478632,"ko:K08341"
"sce:YBL078C","P38182","TRINITY_DN9481_c3_g1_i5",1048,117,144,116,65,56.03,1e-40,77.59,0.555555555555556,"ko:K08341"
